user_id,item_id,category_id,behavior_type,event_time
88,1,6,fav,2026-01-01 01:51:00
1,40,8,view,2026-01-01 01:52:00
8,22,7,cart,2026-01-01 01:53:00
88,29,9,view,2026-01-01 01:54:00
63,8,4,view,2026-01-01 01:55:00
11,11,2,view,2026-01-01 01:56:00
81,41,7,view,2026-01-01 01:57:00
8,37,6,view,2026-01-01 01:58:00
35,14,1,view,2026-01-01 01:59:00
35,30,9,view,2026-01-01 02:00:00
33,35,9,view,2026-01-01 02:01:00
5,21,2,view,2026-01-01 02:02:00
41,37,3,fav,2026-01-01 02:03:00
28,5,5,fav,2026-01-01 02:04:00
7,19,5,cart,2026-01-01 02:05:00
73,14,1,cart,2026-01-01 02:06:00
72,26,8,view,2026-01-01 02:07:00
12,4,8,view,2026-01-01 02:08:00
34,25,4,fav,2026-01-01 02:09:00
33,45,7,view,2026-01-01 02:10:00
48,42,10,view,2026-01-01 02:11:00
23,25,3,view,2026-01-01 02:12:00
62,18,6,view,2026-01-01 02:13:00
88,40,10,view,2026-01-01 02:14:00
37,8,10,fav,2026-01-01 02:15:00
99,39,9,view,2026-01-01 02:16:00
44,40,1,view,2026-01-01 02:17:00
86,14,5,buy,2026-01-01 02:18:00
91,32,4,view,2026-01-01 02:19:00
35,38,8,view,2026-01-01 02:20:00
65,33,1,view,2026-01-01 02:21:00
99,23,9,view,2026-01-01 02:22:00
47,15,6,fav,2026-01-01 02:23:00
78,33,4,view,2026-01-01 02:24:00
3,25,9,fav,2026-01-01 02:25:00
1,17,5,view,2026-01-01 02:26:00
5,33,5,fav,2026-01-01 02:27:00
90,47,5,cart,2026-01-01 02:28:00
14,2,1,cart,2026-01-01 02:29:00
27,14,1,view,2026-01-01 02:30:00
9,40,8,buy,2026-01-01 02:31:00
79,40,8,view,2026-01-01 02:32:00
15,39,6,view,2026-01-01 02:33:00
90,6,4,cart,2026-01-01 02:34:00
42,6,2,view,2026-01-01 02:35:00
77,3,2,fav,2026-01-01 02:36:00
51,7,9,view,2026-01-01 02:37:00
63,8,5,view,2026-01-01 02:38:00
96,42,4,view,2026-01-01 02:39:00
52,15,10,view,2026-01-01 02:40:00
96,47,1,view,2026-01-01 02:41:00
4,29,7,view,2026-01-01 02:42:00
94,33,3,view,2026-01-01 02:43:00
23,30,6,view,2026-01-01 02:44:00
15,39,5,view,2026-01-01 02:45:00
43,27,5,view,2026-01-01 02:46:00
29,36,5,view,2026-01-01 02:47:00
36,29,1,view,2026-01-01 02:48:00
13,38,1,view,2026-01-01 02:49:00
32,33,3,fav,2026-01-01 02:50:00
71,37,10,fav,2026-01-01 02:51:00
59,27,4,view,2026-01-01 02:52:00
86,33,5,view,2026-01-01 02:53:00
28,4,2,fav,2026-01-01 02:54:00
66,22,8,view,2026-01-01 02:55:00
42,2,2,view,2026-01-01 02:56:00
45,10,9,view,2026-01-01 02:57:00
62,5,2,cart,2026-01-01 02:58:00
57,10,9,view,2026-01-01 02:59:00
6,33,7,view,2026-01-01 03:00:00
28,38,8,buy,2026-01-01 03:01:00
28,13,2,fav,2026-01-01 03:02:00
44,31,7,view,2026-01-01 03:03:00
84,47,6,view,2026-01-01 03:04:00
30,36,4,cart,2026-01-01 03:05:00
62,45,7,view,2026-01-01 03:06:00
75,24,4,view,2026-01-01 03:07:00
92,15,2,view,2026-01-01 03:08:00
89,29,10,fav,2026-01-01 03:09:00
62,8,7,view,2026-01-01 03:10:00
97,5,8,cart,2026-01-01 03:11:00
1,29,2,fav,2026-01-01 03:12:00
27,47,5,view,2026-01-01 03:13:00
62,4,1,view,2026-01-01 03:14:00
77,12,7,view,2026-01-01 03:15:00
3,45,8,view,2026-01-01 03:16:00
70,2,6,view,2026-01-01 03:17:00
72,27,5,cart,2026-01-01 03:18:00
27,31,6,view,2026-01-01 03:19:00
9,36,2,fav,2026-01-01 03:20:00
62,36,1,view,2026-01-01 03:21:00
37,26,7,view,2026-01-01 03:22:00
97,43,7,view,2026-01-01 03:23:00
51,27,10,view,2026-01-01 03:24:00
44,5,10,view,2026-01-01 03:25:00
24,20,2,view,2026-01-01 03:26:00
79,11,2,view,2026-01-01 03:27:00
59,10,1,view,2026-01-01 03:28:00
32,40,10,view,2026-01-01 03:29:00
96,38,8,view,2026-01-01 03:30:00
88,6,8,view,2026-01-01 03:31:00
52,8,1,buy,2026-01-01 03:32:00
62,23,8,view,2026-01-01 03:33:00
58,47,9,view,2026-01-01 03:34:00
52,26,4,view,2026-01-01 03:35:00
12,46,1,view,2026-01-01 03:36:00
39,43,1,view,2026-01-01 03:37:00
2,12,3,view,2026-01-01 03:38:00
3,26,5,view,2026-01-01 03:39:00
56,13,5,view,2026-01-01 03:40:00
81,40,9,view,2026-01-01 03:41:00
59,18,10,view,2026-01-01 03:42:00
2,25,2,view,2026-01-01 03:43:00
2,33,2,buy,2026-01-01 03:44:00
92,47,6,view,2026-01-01 03:45:00
54,40,9,view,2026-01-01 03:46:00
87,43,1,view,2026-01-01 03:47:00
96,12,9,view,2026-01-01 03:48:00
97,44,9,view,2026-01-01 03:49:00
1,36,9,view,2026-01-01 03:50:00
19,48,5,view,2026-01-01 03:51:00
2,4,9,view,2026-01-01 03:52:00
53,5,4,view,2026-01-01 03:53:00
44,37,2,view,2026-01-01 03:54:00
90,8,6,view,2026-01-01 03:55:00
32,42,4,view,2026-01-01 03:56:00
70,49,6,view,2026-01-01 03:57:00
32,28,3,cart,2026-01-01 03:58:00
68,31,6,view,2026-01-01 03:59:00
55,9,2,view,2026-01-01 04:00:00
75,29,2,view,2026-01-01 04:01:00
56,14,9,fav,2026-01-01 04:02:00
17,40,7,view,2026-01-01 04:03:00
38,41,3,view,2026-01-01 04:04:00
24,22,1,view,2026-01-01 04:05:00
69,11,8,view,2026-01-01 04:06:00
98,23,6,view,2026-01-01 04:07:00
70,1,7,view,2026-01-01 04:08:00
86,46,9,fav,2026-01-01 04:09:00
11,37,5,view,2026-01-01 04:10:00
16,21,1,view,2026-01-01 04:11:00
97,26,10,buy,2026-01-01 04:12:00
73,46,7,view,2026-01-01 04:13:00
59,36,5,view,2026-01-01 04:14:00
70,23,3,view,2026-01-01 04:15:00
80,1,9,view,2026-01-01 04:16:00
93,40,1,view,2026-01-01 04:17:00
3,15,1,fav,2026-01-01 04:18:00
20,21,1,view,2026-01-01 04:19:00
59,47,3,view,2026-01-01 04:20:00
36,9,6,view,2026-01-01 04:21:00
19,9,10,cart,2026-01-01 04:22:00
90,10,3,buy,2026-01-01 04:23:00
67,26,8,cart,2026-01-01 04:24:00
19,41,10,view,2026-01-01 04:25:00
20,35,2,view,2026-01-01 04:26:00
96,25,9,view,2026-01-01 04:27:00
71,26,3,view,2026-01-01 04:28:00
52,11,5,view,2026-01-01 04:29:00
33,38,10,view,2026-01-01 04:30:00
40,2,8,view,2026-01-01 04:31:00
39,7,2,view,2026-01-01 04:32:00
82,18,6,view,2026-01-01 04:33:00
1,27,5,view,2026-01-01 04:34:00
11,34,10,view,2026-01-01 04:35:00
92,27,9,view,2026-01-01 04:36:00
57,17,5,view,2026-01-01 04:37:00
89,43,2,cart,2026-01-01 04:38:00
50,44,5,view,2026-01-01 04:39:00
23,24,4,view,2026-01-01 04:40:00
31,25,7,view,2026-01-01 04:41:00
94,7,6,fav,2026-01-01 04:42:00
42,6,2,view,2026-01-01 04:43:00
99,24,5,view,2026-01-01 04:44:00
7,33,7,view,2026-01-01 04:45:00
16,49,7,view,2026-01-01 04:46:00
90,29,5,view,2026-01-01 04:47:00
60,43,9,view,2026-01-01 04:48:00
2,22,4,fav,2026-01-01 04:49:00
1,26,3,view,2026-01-01 04:50:00
48,28,4,fav,2026-01-01 04:51:00
12,50,5,view,2026-01-01 04:52:00
69,21,6,view,2026-01-01 04:53:00
37,49,3,fav,2026-01-01 04:54:00
32,7,2,view,2026-01-01 04:55:00
9,17,4,view,2026-01-01 04:56:00
99,20,5,view,2026-01-01 04:57:00
19,41,4,view,2026-01-01 04:58:00
48,49,3,view,2026-01-01 04:59:00
80,20,8,view,2026-01-01 05:00:00
3,22,10,view,2026-01-01 05:01:00
20,28,4,view,2026-01-01 05:02:00
24,40,2,view,2026-01-01 05:03:00
54,49,2,view,2026-01-01 05:04:00
33,7,1,view,2026-01-01 05:05:00
24,1,4,view,2026-01-01 05:06:00
75,32,10,view,2026-01-01 05:07:00
72,13,9,view,2026-01-01 05:08:00
36,30,7,cart,2026-01-01 05:09:00
38,23,10,view,2026-01-01 05:10:00
84,19,7,view,2026-01-01 05:11:00
99,32,7,view,2026-01-01 05:12:00
89,30,8,view,2026-01-01 05:13:00
99,29,1,view,2026-01-01 05:14:00
25,49,10,cart,2026-01-01 05:15:00
93,45,10,view,2026-01-01 05:16:00
18,29,8,cart,2026-01-01 05:17:00
82,30,4,cart,2026-01-01 05:18:00
66,16,4,fav,2026-01-01 05:19:00
54,40,4,fav,2026-01-01 05:20:00
35,19,6,view,2026-01-01 05:21:00
80,18,7,view,2026-01-01 05:22:00
61,1,6,view,2026-01-01 05:23:00
41,14,1,view,2026-01-01 05:24:00
100,47,8,view,2026-01-01 05:25:00
33,50,10,view,2026-01-01 05:26:00
68,2,7,view,2026-01-01 05:27:00
33,28,6,view,2026-01-01 05:28:00
14,49,6,view,2026-01-01 05:29:00
21,50,5,view,2026-01-01 05:30:00
48,30,6,view,2026-01-01 05:31:00
20,38,9,fav,2026-01-01 05:32:00
8,4,10,view,2026-01-01 05:33:00
7,1,9,view,2026-01-01 05:34:00
67,8,10,view,2026-01-01 05:35:00
17,29,8,view,2026-01-01 05:36:00
33,39,10,view,2026-01-01 05:37:00
48,3,9,view,2026-01-01 05:38:00
76,32,10,view,2026-01-01 05:39:00
59,10,8,view,2026-01-01 05:40:00
86,10,8,view,2026-01-01 05:41:00
22,19,1,view,2026-01-01 05:42:00
30,46,10,view,2026-01-01 05:43:00
38,34,5,view,2026-01-01 05:44:00
51,33,4,view,2026-01-01 05:45:00
54,23,2,buy,2026-01-01 05:46:00
8,28,8,view,2026-01-01 05:47:00
27,32,3,view,2026-01-01 05:48:00
27,50,4,view,2026-01-01 05:49:00
98,7,7,view,2026-01-01 05:50:00
21,29,10,view,2026-01-01 05:51:00
30,8,9,view,2026-01-01 05:52:00
97,1,2,buy,2026-01-01 05:53:00
28,3,3,view,2026-01-01 05:54:00
64,24,4,view,2026-01-01 05:55:00
97,23,10,view,2026-01-01 05:56:00
69,8,1,view,2026-01-01 05:57:00
61,47,7,view,2026-01-01 05:58:00
48,37,2,view,2026-01-01 05:59:00
19,3,5,cart,2026-01-01 06:00:00
4,33,1,view,2026-01-01 06:01:00
35,28,3,view,2026-01-01 06:02:00
64,47,2,fav,2026-01-01 06:03:00
49,8,1,view,2026-01-01 06:04:00
17,34,7,buy,2026-01-01 06:05:00
44,35,5,view,2026-01-01 06:06:00
92,32,1,fav,2026-01-01 06:07:00
30,24,6,view,2026-01-01 06:08:00
93,14,5,cart,2026-01-01 06:09:00
46,32,3,buy,2026-01-01 06:10:00
6,46,7,view,2026-01-01 06:11:00
99,43,10,buy,2026-01-01 06:12:00
37,16,9,view,2026-01-01 06:13:00
24,4,9,view,2026-01-01 06:14:00
93,37,9,view,2026-01-01 06:15:00
46,21,2,view,2026-01-01 06:16:00
53,14,3,view,2026-01-01 06:17:00
95,31,7,view,2026-01-01 06:18:00
99,48,5,view,2026-01-01 06:19:00
60,18,2,cart,2026-01-01 06:20:00
97,7,3,cart,2026-01-01 06:21:00
63,10,10,view,2026-01-01 06:22:00
85,7,6,view,2026-01-01 06:23:00
32,33,7,view,2026-01-01 06:24:00
87,23,9,view,2026-01-01 06:25:00
33,21,1,view,2026-01-01 06:26:00
67,19,7,view,2026-01-01 06:27:00
18,48,8,view,2026-01-01 06:28:00
25,19,3,buy,2026-01-01 06:29:00
95,36,4,view,2026-01-01 06:30:00
54,29,10,view,2026-01-01 06:31:00
58,18,6,view,2026-01-01 06:32:00
67,2,10,view,2026-01-01 06:33:00
46,1,7,view,2026-01-01 06:34:00
24,47,4,view,2026-01-01 06:35:00
32,5,8,view,2026-01-01 06:36:00
47,20,5,view,2026-01-01 06:37:00
86,11,1,buy,2026-01-01 06:38:00
23,42,4,fav,2026-01-01 06:39:00
66,2,3,view,2026-01-01 06:40:00
27,3,9,view,2026-01-01 06:41:00
2,23,8,view,2026-01-01 06:42:00
90,12,1,view,2026-01-01 06:43:00
17,20,6,view,2026-01-01 06:44:00
33,5,9,view,2026-01-01 06:45:00
9,37,7,view,2026-01-01 06:46:00
43,38,4,view,2026-01-01 06:47:00
48,30,1,view,2026-01-01 06:48:00
39,9,2,buy,2026-01-01 06:49:00
93,34,5,fav,2026-01-01 06:50:00
42,44,5,view,2026-01-01 06:51:00
26,35,8,view,2026-01-01 06:52:00
99,22,6,fav,2026-01-01 06:53:00
50,44,8,view,2026-01-01 06:54:00
25,24,2,cart,2026-01-01 06:55:00
24,17,3,view,2026-01-01 06:56:00
13,10,6,cart,2026-01-01 06:57:00
60,30,10,view,2026-01-01 06:58:00
7,46,3,fav,2026-01-01 06:59:00
57,23,6,fav,2026-01-01 07:00:00
36,32,6,view,2026-01-01 07:01:00
45,17,2,view,2026-01-01 07:02:00
20,50,7,buy,2026-01-01 07:03:00
65,17,2,view,2026-01-01 07:04:00
8,14,6,fav,2026-01-01 07:05:00
16,9,1,view,2026-01-01 07:06:00
14,40,3,view,2026-01-01 07:07:00
76,2,2,view,2026-01-01 07:08:00
87,45,7,view,2026-01-01 07:09:00
15,25,4,cart,2026-01-01 07:10:00
92,39,8,view,2026-01-01 07:11:00
98,9,6,view,2026-01-01 07:12:00
66,22,10,view,2026-01-01 07:13:00
32,43,4,view,2026-01-01 07:14:00
87,46,5,fav,2026-01-01 07:15:00
63,4,9,buy,2026-01-01 07:16:00
86,26,7,view,2026-01-01 07:17:00
51,29,10,cart,2026-01-01 07:18:00
25,45,9,cart,2026-01-01 07:19:00
58,34,7,view,2026-01-01 07:20:00
63,23,1,buy,2026-01-01 07:21:00
62,37,8,view,2026-01-01 07:22:00
22,11,4,view,2026-01-01 07:23:00
58,6,3,fav,2026-01-01 07:24:00
58,18,7,view,2026-01-01 07:25:00
86,21,3,cart,2026-01-01 07:26:00
49,42,8,fav,2026-01-01 07:27:00
52,36,6,view,2026-01-01 07:28:00
42,41,5,fav,2026-01-01 07:29:00
70,38,4,view,2026-01-01 07:30:00
15,34,8,view,2026-01-01 07:31:00
54,17,8,view,2026-01-01 07:32:00
60,37,1,fav,2026-01-01 07:33:00
97,25,9,view,2026-01-01 07:34:00
8,38,5,view,2026-01-01 07:35:00
53,12,4,view,2026-01-01 07:36:00
60,23,6,view,2026-01-01 07:37:00
5,42,6,view,2026-01-01 07:38:00
68,22,2,view,2026-01-01 07:39:00
6,21,8,view,2026-01-01 07:40:00
96,27,7,view,2026-01-01 07:41:00
94,31,1,cart,2026-01-01 07:42:00
47,6,5,view,2026-01-01 07:43:00
99,27,6,view,2026-01-01 07:44:00
55,40,4,buy,2026-01-01 07:45:00
40,34,2,view,2026-01-01 07:46:00
52,12,4,buy,2026-01-01 07:47:00
16,45,1,view,2026-01-01 07:48:00
13,7,7,cart,2026-01-01 07:49:00
30,10,2,view,2026-01-01 07:50:00
19,45,2,view,2026-01-01 07:51:00
17,17,9,view,2026-01-01 07:52:00
63,26,5,cart,2026-01-01 07:53:00
19,21,2,view,2026-01-01 07:54:00
92,28,9,view,2026-01-01 07:55:00
58,46,9,cart,2026-01-01 07:56:00
55,2,1,cart,2026-01-01 07:57:00
90,43,3,view,2026-01-01 07:58:00
90,1,4,cart,2026-01-01 07:59:00
62,36,7,cart,2026-01-01 08:00:00
23,26,10,view,2026-01-01 08:01:00
9,29,4,view,2026-01-01 08:02:00
12,21,2,view,2026-01-01 08:03:00
1,11,7,view,2026-01-01 08:04:00
58,40,6,view,2026-01-01 08:05:00
1,11,3,view,2026-01-01 08:06:00
34,36,6,view,2026-01-01 08:07:00
96,49,6,view,2026-01-01 08:08:00
48,39,5,view,2026-01-01 08:09:00
89,40,4,cart,2026-01-01 08:10:00
1,35,10,fav,2026-01-01 08:11:00
16,34,1,view,2026-01-01 08:12:00
61,47,10,buy,2026-01-01 08:13:00
64,24,6,view,2026-01-01 08:14:00
63,22,2,view,2026-01-01 08:15:00
69,5,3,view,2026-01-01 08:16:00
22,33,8,view,2026-01-01 08:17:00
93,36,10,cart,2026-01-01 08:18:00
67,47,6,view,2026-01-01 08:19:00
76,20,3,view,2026-01-01 08:20:00
26,19,7,view,2026-01-01 08:21:00
16,35,4,view,2026-01-01 08:22:00
51,43,9,view,2026-01-01 08:23:00
86,17,5,view,2026-01-01 08:24:00
57,45,3,view,2026-01-01 08:25:00
29,43,2,cart,2026-01-01 08:26:00
78,34,2,fav,2026-01-01 08:27:00
92,9,3,view,2026-01-01 08:28:00
69,26,2,fav,2026-01-01 08:29:00
47,2,4,view,2026-01-01 08:30:00
94,9,2,view,2026-01-01 08:31:00
62,9,10,view,2026-01-01 08:32:00
69,40,9,view,2026-01-01 08:33:00
76,17,2,buy,2026-01-01 08:34:00
16,1,9,view,2026-01-01 08:35:00
90,25,6,view,2026-01-01 08:36:00
90,43,1,view,2026-01-01 08:37:00
48,40,4,view,2026-01-01 08:38:00
85,42,1,fav,2026-01-01 08:39:00
39,25,6,view,2026-01-01 08:40:00
100,39,4,view,2026-01-01 08:41:00
33,35,3,view,2026-01-01 08:42:00
94,3,3,view,2026-01-01 08:43:00
23,50,9,view,2026-01-01 08:44:00
10,37,6,view,2026-01-01 08:45:00
69,44,9,view,2026-01-01 08:46:00
100,44,5,view,2026-01-01 08:47:00
34,30,2,cart,2026-01-01 08:48:00
52,38,8,cart,2026-01-01 08:49:00
95,34,5,view,2026-01-01 08:50:00
10,12,2,view,2026-01-01 08:51:00
19,19,4,view,2026-01-01 08:52:00
58,37,9,cart,2026-01-01 08:53:00
96,44,4,view,2026-01-01 08:54:00
1,49,4,view,2026-01-01 08:55:00
69,17,2,view,2026-01-01 08:56:00
4,10,6,view,2026-01-01 08:57:00
16,49,2,view,2026-01-01 08:58:00
24,47,7,view,2026-01-01 08:59:00
80,12,3,view,2026-01-01 09:00:00
2,16,3,view,2026-01-01 09:01:00
92,24,5,view,2026-01-01 09:02:00
32,19,3,view,2026-01-01 09:03:00
91,8,2,view,2026-01-01 09:04:00
84,31,10,view,2026-01-01 09:05:00
24,21,9,view,2026-01-01 09:06:00
12,17,2,view,2026-01-01 09:07:00
50,23,2,cart,2026-01-01 09:08:00
35,37,8,view,2026-01-01 09:09:00
33,16,9,view,2026-01-01 09:10:00
33,6,7,view,2026-01-01 09:11:00
61,8,3,view,2026-01-01 09:12:00
51,25,9,view,2026-01-01 09:13:00
43,18,3,view,2026-01-01 09:14:00
12,25,5,view,2026-01-01 09:15:00
67,12,9,cart,2026-01-01 09:16:00
65,15,3,view,2026-01-01 09:17:00
33,26,7,cart,2026-01-01 09:18:00
40,41,1,fav,2026-01-01 09:19:00
74,45,4,view,2026-01-01 09:20:00
43,26,4,fav,2026-01-01 09:21:00
44,47,7,view,2026-01-01 09:22:00
29,32,8,buy,2026-01-01 09:23:00
13,10,1,view,2026-01-01 09:24:00
12,16,5,view,2026-01-01 09:25:00
95,7,7,view,2026-01-01 09:26:00
46,17,4,view,2026-01-01 09:27:00
2,23,4,view,2026-01-01 09:28:00
35,26,4,view,2026-01-01 09:29:00
87,21,6,view,2026-01-01 09:30:00
81,22,7,view,2026-01-01 09:31:00
90,7,2,view,2026-01-01 09:32:00
8,14,5,view,2026-01-01 09:33:00
93,15,4,buy,2026-01-01 09:34:00
26,7,3,cart,2026-01-01 09:35:00
74,9,7,buy,2026-01-01 09:36:00
90,48,6,view,2026-01-01 09:37:00
34,8,7,view,2026-01-01 09:38:00
7,50,5,view,2026-01-01 09:39:00
68,23,6,cart,2026-01-01 09:40:00
58,29,5,view,2026-01-01 09:41:00
75,18,7,view,2026-01-01 09:42:00
29,31,2,view,2026-01-01 09:43:00
36,30,5,buy,2026-01-01 09:44:00
89,39,6,view,2026-01-01 09:45:00
21,35,6,view,2026-01-01 09:46:00
36,18,5,view,2026-01-01 09:47:00
10,42,10,view,2026-01-01 09:48:00
73,39,7,view,2026-01-01 09:49:00
24,17,10,view,2026-01-01 09:50:00
64,14,8,view,2026-01-01 09:51:00
99,31,7,cart,2026-01-01 09:52:00
49,24,5,view,2026-01-01 09:53:00
99,35,1,cart,2026-01-01 09:54:00
36,44,5,fav,2026-01-01 09:55:00
82,45,10,view,2026-01-01 09:56:00
96,34,2,view,2026-01-01 09:57:00
24,3,5,view,2026-01-01 09:58:00
23,37,5,fav,2026-01-01 09:59:00
62,43,2,view,2026-01-01 10:00:00
96,40,5,view,2026-01-01 10:01:00
37,26,4,view,2026-01-01 10:02:00
12,23,1,view,2026-01-01 10:03:00
55,44,3,view,2026-01-01 10:04:00
13,39,1,view,2026-01-01 10:05:00
23,15,5,view,2026-01-01 10:06:00
89,49,4,view,2026-01-01 10:07:00
99,4,7,view,2026-01-01 10:08:00
30,29,5,view,2026-01-01 10:09:00
17,22,10,view,2026-01-01 10:10:00
62,25,4,view,2026-01-01 10:11:00
84,13,2,fav,2026-01-01 10:12:00
89,18,4,view,2026-01-01 10:13:00
86,33,2,view,2026-01-01 10:14:00
13,16,8,view,2026-01-01 10:15:00
59,45,3,view,2026-01-01 10:16:00
19,42,9,view,2026-01-01 10:17:00
49,44,4,view,2026-01-01 10:18:00
100,2,6,cart,2026-01-01 10:19:00
12,35,10,view,2026-01-01 10:20:00
61,42,5,view,2026-01-01 10:21:00
19,34,10,view,2026-01-01 10:22:00
76,30,1,view,2026-01-01 10:23:00
9,13,9,view,2026-01-01 10:24:00
71,13,1,view,2026-01-01 10:25:00
28,18,8,view,2026-01-01 10:26:00
78,32,9,view,2026-01-01 10:27:00
95,32,9,view,2026-01-01 10:28:00
52,35,1,view,2026-01-01 10:29:00
83,39,2,view,2026-01-01 10:30:00
16,46,1,view,2026-01-01 10:31:00
69,29,10,buy,2026-01-01 10:32:00
99,49,2,view,2026-01-01 10:33:00
12,29,10,view,2026-01-01 10:34:00
25,44,8,view,2026-01-01 10:35:00
52,16,5,cart,2026-01-01 10:36:00
85,44,7,cart,2026-01-01 10:37:00
100,47,2,view,2026-01-01 10:38:00
53,10,8,buy,2026-01-01 10:39:00
23,30,6,view,2026-01-01 10:40:00
16,25,8,view,2026-01-01 10:41:00
57,39,1,cart,2026-01-01 10:42:00
39,20,1,cart,2026-01-01 10:43:00
53,5,7,view,2026-01-01 10:44:00
42,1,8,view,2026-01-01 10:45:00
58,30,3,view,2026-01-01 10:46:00
39,49,5,view,2026-01-01 10:47:00
14,3,1,cart,2026-01-01 10:48:00
95,45,7,view,2026-01-01 10:49:00
5,14,5,view,2026-01-01 10:50:00
35,30,8,view,2026-01-01 10:51:00
87,50,8,view,2026-01-01 10:52:00
93,4,9,view,2026-01-01 10:53:00
75,18,7,view,2026-01-01 10:54:00
18,37,1,buy,2026-01-01 10:55:00
