user_id,item_id,view,cart,fav,buy,label
7,46,0.0,0.0,1.0,0.0,0
7,50,1.0,0.0,0.0,0.0,0
8,4,1.0,0.0,0.0,0.0,0
8,13,2.0,0.0,0.0,0.0,0
8,14,1.0,0.0,1.0,0.0,0
8,17,0.0,1.0,0.0,0.0,0
8,22,0.0,1.0,0.0,0.0,0
8,28,1.0,0.0,0.0,0.0,0
8,32,1.0,0.0,0.0,0.0,0
8,37,1.0,0.0,0.0,0.0,0
8,38,1.0,0.0,1.0,0.0,0
8,47,1.0,0.0,0.0,0.0,0
9,6,1.0,0.0,0.0,0.0,0
9,12,1.0,0.0,0.0,0.0,0
9,13,1.0,0.0,0.0,0.0,0
9,17,1.0,0.0,0.0,0.0,0
9,29,1.0,0.0,0.0,0.0,0
9,35,1.0,0.0,0.0,0.0,0
9,36,0.0,0.0,1.0,0.0,0
9,37,1.0,0.0,0.0,0.0,0
9,40,0.0,0.0,0.0,1.0,1
9,48,1.0,0.0,0.0,0.0,0
10,7,0.0,1.0,0.0,0.0,0
10,12,1.0,0.0,0.0,0.0,0
10,37,1.0,0.0,0.0,0.0,0
10,41,1.0,0.0,0.0,0.0,0
10,42,1.0,0.0,0.0,0.0,0
10,47,1.0,0.0,0.0,0.0,0
11,11,1.0,0.0,0.0,0.0,0
11,34,1.0,0.0,0.0,0.0,0
11,37,1.0,0.0,0.0,0.0,0
11,43,1.0,0.0,0.0,0.0,0
12,4,1.0,0.0,0.0,0.0,0
12,10,1.0,0.0,0.0,0.0,0
12,16,1.0,0.0,0.0,0.0,0
12,17,1.0,0.0,0.0,0.0,0
12,18,1.0,0.0,0.0,0.0,0
12,21,1.0,0.0,0.0,0.0,0
12,23,1.0,0.0,0.0,0.0,0
12,25,1.0,0.0,0.0,0.0,0
12,29,1.0,0.0,0.0,0.0,0
12,35,1.0,0.0,0.0,0.0,0
12,44,1.0,0.0,0.0,0.0,0
12,46,1.0,0.0,0.0,0.0,0
12,50,1.0,0.0,0.0,0.0,0
13,7,0.0,1.0,0.0,0.0,0
13,10,1.0,1.0,0.0,0.0,0
13,16,1.0,0.0,0.0,0.0,0
13,33,1.0,0.0,0.0,0.0,0
13,38,1.0,0.0,0.0,0.0,0
13,39,1.0,0.0,0.0,0.0,0
13,41,1.0,0.0,0.0,0.0,0
13,49,2.0,0.0,0.0,0.0,0
14,2,1.0,1.0,0.0,0.0,0
14,3,0.0,1.0,0.0,0.0,0
14,5,2.0,0.0,0.0,0.0,0
14,12,1.0,0.0,0.0,0.0,0
14,33,1.0,0.0,0.0,0.0,0
14,40,1.0,0.0,0.0,0.0,0
14,46,1.0,0.0,0.0,0.0,0
14,49,1.0,0.0,0.0,0.0,0
15,6,0.0,1.0,0.0,0.0,0
15,8,1.0,0.0,0.0,0.0,0
15,11,1.0,0.0,0.0,1.0,1
15,12,1.0,0.0,0.0,0.0,0
15,25,0.0,1.0,0.0,0.0,0
15,34,1.0,0.0,0.0,0.0,0
15,37,1.0,0.0,0.0,0.0,0
15,39,2.0,0.0,0.0,0.0,0
16,1,2.0,0.0,0.0,0.0,0
16,8,0.0,0.0,0.0,1.0,1
16,9,1.0,0.0,0.0,0.0,0
16,21,1.0,0.0,0.0,0.0,0
16,25,1.0,0.0,0.0,0.0,0
16,34,1.0,0.0,0.0,0.0,0
16,35,1.0,0.0,0.0,0.0,0
16,45,1.0,0.0,0.0,0.0,0
16,46,1.0,0.0,0.0,0.0,0
16,48,1.0,0.0,0.0,0.0,0
16,49,2.0,0.0,0.0,0.0,0
17,7,1.0,0.0,1.0,0.0,0
17,11,1.0,0.0,0.0,0.0,0
17,15,0.0,1.0,0.0,0.0,0
17,17,1.0,0.0,0.0,0.0,0
17,20,2.0,0.0,1.0,0.0,0
17,22,1.0,0.0,0.0,0.0,0
17,24,1.0,0.0,0.0,0.0,0
17,29,1.0,0.0,0.0,0.0,0
17,34,0.0,0.0,0.0,1.0,1
17,40,1.0,0.0,0.0,0.0,0
17,47,1.0,0.0,0.0,0.0,0
17,50,1.0,0.0,0.0,0.0,0
18,5,1.0,0.0,0.0,0.0,0
18,8,1.0,0.0,0.0,0.0,0
18,15,1.0,0.0,0.0,0.0,0
18,24,0.0,0.0,0.0,1.0,1
18,29,0.0,1.0,0.0,0.0,0
18,30,0.0,0.0,0.0,1.0,1
18,37,0.0,0.0,0.0,1.0,1
18,42,1.0,0.0,0.0,0.0,0
18,48,1.0,0.0,0.0,0.0,0
19,3,0.0,1.0,0.0,0.0,0
19,5,1.0,0.0,0.0,0.0,0
19,9,0.0,1.0,0.0,0.0,0
19,12,0.0,0.0,0.0,1.0,1
19,19,1.0,0.0,0.0,0.0,0
19,21,1.0,0.0,0.0,0.0,0
19,34,1.0,0.0,0.0,0.0,0
19,41,2.0,0.0,0.0,0.0,0
19,42,1.0,0.0,0.0,0.0,0
19,43,0.0,1.0,0.0,0.0,0
19,45,1.0,0.0,0.0,0.0,0
19,46,1.0,0.0,0.0,0.0,0
19,48,1.0,0.0,0.0,0.0,0
20,20,1.0,0.0,0.0,0.0,0
20,21,1.0,0.0,0.0,0.0,0
20,28,1.0,0.0,0.0,0.0,0
20,35,1.0,0.0,0.0,0.0,0
20,38,0.0,0.0,1.0,0.0,0
20,42,1.0,0.0,0.0,0.0,0
20,50,0.0,0.0,0.0,1.0,1
21,2,0.0,0.0,0.0,1.0,1
21,13,1.0,0.0,0.0,0.0,0
21,25,0.0,1.0,0.0,0.0,0
21,28,1.0,0.0,0.0,0.0,0
21,29,1.0,0.0,0.0,0.0,0
21,30,1.0,0.0,0.0,0.0,0
21,35,1.0,0.0,0.0,0.0,0
21,44,1.0,0.0,0.0,0.0,0
21,50,2.0,0.0,0.0,0.0,0
22,6,1.0,0.0,0.0,0.0,0
22,11,1.0,0.0,0.0,0.0,0
22,19,1.0,0.0,0.0,0.0,0
22,24,1.0,0.0,0.0,0.0,0
22,33,1.0,0.0,0.0,0.0,0
22,46,0.0,0.0,1.0,0.0,0
23,12,1.0,0.0,0.0,0.0,0
23,15,1.0,0.0,0.0,0.0,0
23,20,1.0,0.0,0.0,0.0,0
23,22,1.0,0.0,0.0,0.0,0
23,24,1.0,0.0,0.0,0.0,0
23,25,1.0,0.0,0.0,0.0,0
23,26,1.0,0.0,0.0,0.0,0
23,30,2.0,0.0,0.0,0.0,0
23,37,0.0,0.0,1.0,0.0,0
23,42,0.0,0.0,1.0,0.0,0
23,45,1.0,0.0,0.0,0.0,0
23,50,1.0,0.0,0.0,0.0,0
24,1,1.0,0.0,0.0,0.0,0
24,3,1.0,0.0,0.0,0.0,0
24,4,1.0,0.0,0.0,0.0,0
24,5,1.0,0.0,0.0,0.0,0
24,17,2.0,0.0,0.0,0.0,0
24,20,1.0,0.0,0.0,0.0,0
24,21,1.0,0.0,0.0,0.0,0
24,22,1.0,0.0,0.0,0.0,0
24,31,1.0,0.0,0.0,0.0,0
24,34,0.0,0.0,1.0,0.0,0
24,40,1.0,0.0,0.0,0.0,0
24,47,2.0,0.0,0.0,0.0,0
25,19,0.0,0.0,0.0,1.0,1
25,24,0.0,1.0,0.0,0.0,0
25,27,1.0,0.0,0.0,0.0,0
25,32,1.0,0.0,0.0,0.0,0
25,33,0.0,0.0,0.0,1.0,1
25,38,1.0,0.0,0.0,0.0,0
25,44,1.0,0.0,0.0,0.0,0
25,45,0.0,1.0,0.0,0.0,0
25,49,0.0,2.0,0.0,0.0,0
26,7,0.0,1.0,0.0,0.0,0
26,17,1.0,0.0,0.0,0.0,0
26,19,1.0,0.0,0.0,0.0,0
26,24,1.0,0.0,0.0,0.0,0
26,25,1.0,0.0,0.0,0.0,0
26,27,1.0,0.0,0.0,0.0,0
26,35,1.0,0.0,0.0,0.0,0
26,39,1.0,0.0,0.0,0.0,0
26,49,1.0,0.0,0.0,0.0,0
27,3,1.0,0.0,0.0,0.0,0
27,14,2.0,0.0,0.0,1.0,1
27,18,0.0,1.0,0.0,0.0,0
27,31,1.0,0.0,0.0,0.0,0
27,32,1.0,0.0,0.0,0.0,0
27,33,1.0,0.0,0.0,0.0,0
27,37,1.0,0.0,0.0,0.0,0
27,47,1.0,0.0,0.0,0.0,0
27,50,1.0,0.0,0.0,0.0,0
28,3,1.0,0.0,0.0,0.0,0
28,4,0.0,0.0,1.0,0.0,0
28,5,0.0,0.0,1.0,0.0,0
28,13,1.0,0.0,1.0,0.0,0
28,15,1.0,0.0,0.0,0.0,0
28,18,1.0,0.0,0.0,0.0,0
28,31,1.0,0.0,0.0,0.0,0
28,34,1.0,0.0,0.0,0.0,0
28,38,0.0,0.0,0.0,1.0,1
29,14,1.0,0.0,0.0,0.0,0
29,31,1.0,0.0,0.0,0.0,0
29,32,1.0,0.0,0.0,1.0,1
29,36,1.0,0.0,0.0,0.0,0
29,39,0.0,0.0,0.0,1.0,1
29,43,0.0,1.0,0.0,0.0,0
29,48,0.0,0.0,0.0,1.0,1
30,8,1.0,0.0,0.0,0.0,0
30,10,1.0,0.0,0.0,0.0,0
30,15,1.0,0.0,0.0,0.0,0
30,21,1.0,0.0,0.0,0.0,0
30,24,1.0,0.0,0.0,0.0,0
30,26,1.0,0.0,0.0,0.0,0
30,29,1.0,0.0,0.0,0.0,0
30,36,0.0,1.0,0.0,0.0,0
30,43,1.0,0.0,0.0,0.0,0
30,46,1.0,0.0,0.0,0.0,0
31,10,1.0,0.0,0.0,0.0,0
31,25,1.0,0.0,0.0,0.0,0
31,34,1.0,0.0,0.0,0.0,0
32,4,1.0,0.0,0.0,0.0,0
32,5,1.0,0.0,0.0,0.0,0
32,7,1.0,0.0,0.0,0.0,0
32,19,1.0,0.0,0.0,0.0,0
32,28,0.0,1.0,0.0,0.0,0
32,33,1.0,0.0,1.0,0.0,0
32,34,0.0,1.0,0.0,0.0,0
32,40,1.0,0.0,0.0,0.0,0
32,42,1.0,0.0,0.0,0.0,0
32,43,1.0,0.0,0.0,0.0,0
32,44,1.0,0.0,0.0,0.0,0
33,5,1.0,0.0,0.0,0.0,0
33,6,1.0,0.0,0.0,0.0,0
33,7,1.0,0.0,0.0,0.0,0
33,11,1.0,0.0,0.0,0.0,0
33,12,1.0,0.0,0.0,0.0,0
33,16,2.0,0.0,0.0,0.0,0
33,21,1.0,0.0,0.0,0.0,0
33,26,0.0,1.0,0.0,0.0,0
33,28,1.0,0.0,0.0,0.0,0
33,31,1.0,0.0,0.0,0.0,0
33,35,2.0,0.0,0.0,0.0,0
33,38,1.0,0.0,0.0,0.0,0
33,39,1.0,0.0,0.0,0.0,0
33,45,1.0,0.0,0.0,0.0,0
33,47,1.0,0.0,0.0,0.0,0
33,50,1.0,0.0,0.0,0.0,0
34,8,1.0,0.0,0.0,0.0,0
34,17,1.0,0.0,0.0,0.0,0
34,20,2.0,0.0,0.0,0.0,0
34,25,0.0,0.0,1.0,0.0,0
34,30,0.0,1.0,0.0,0.0,0
34,36,1.0,0.0,0.0,0.0,0
34,44,2.0,0.0,0.0,0.0,0
35,14,1.0,0.0,0.0,0.0,0
35,19,1.0,0.0,0.0,0.0,0
35,26,1.0,0.0,1.0,0.0,0
35,28,1.0,0.0,0.0,0.0,0
35,30,2.0,0.0,0.0,0.0,0
35,37,1.0,0.0,0.0,0.0,0
35,38,1.0,0.0,0.0,0.0,0
35,43,1.0,0.0,0.0,0.0,0
36,8,1.0,0.0,0.0,0.0,0
36,9,1.0,0.0,0.0,0.0,0
36,18,1.0,0.0,0.0,0.0,0
36,25,0.0,0.0,0.0,1.0,1
36,29,1.0,0.0,0.0,0.0,0
36,30,0.0,1.0,0.0,1.0,1
36,32,1.0,0.0,0.0,0.0,0
36,37,1.0,0.0,0.0,0.0,0
36,40,1.0,0.0,0.0,0.0,0
36,44,0.0,0.0,1.0,0.0,0
36,45,0.0,1.0,0.0,0.0,0
37,8,0.0,0.0,1.0,0.0,0
37,16,1.0,0.0,0.0,0.0,0
37,26,2.0,0.0,0.0,0.0,0
37,46,0.0,0.0,1.0,0.0,0
37,48,0.0,0.0,1.0,0.0,0
37,49,0.0,0.0,1.0,0.0,0
38,6,1.0,0.0,0.0,0.0,0
38,15,0.0,1.0,0.0,0.0,0
38,23,1.0,0.0,0.0,0.0,0
38,24,0.0,1.0,0.0,0.0,0
38,25,1.0,0.0,0.0,0.0,0
38,33,1.0,0.0,0.0,0.0,0
38,34,1.0,0.0,0.0,0.0,0
38,35,1.0,0.0,0.0,0.0,0
38,41,2.0,0.0,0.0,0.0,0
39,4,0.0,1.0,0.0,0.0,0
39,5,1.0,0.0,0.0,0.0,0
39,7,1.0,0.0,0.0,0.0,0
39,9,0.0,0.0,0.0,1.0,1
39,11,1.0,0.0,0.0,0.0,0
39,20,0.0,1.0,0.0,0.0,0
39,22,1.0,0.0,0.0,0.0,0
39,25,1.0,0.0,0.0,0.0,0
39,41,1.0,0.0,0.0,0.0,0
39,43,1.0,0.0,0.0,0.0,0
39,49,1.0,0.0,0.0,0.0,0
39,50,1.0,0.0,0.0,0.0,0
40,2,1.0,0.0,0.0,0.0,0
40,15,1.0,0.0,0.0,0.0,0
40,24,1.0,0.0,0.0,0.0,0
40,34,1.0,0.0,0.0,0.0,0
40,41,0.0,0.0,1.0,0.0,0
41,14,1.0,0.0,0.0,0.0,0
41,27,0.0,1.0,0.0,0.0,0
41,37,0.0,0.0,1.0,0.0,0
41,50,0.0,0.0,0.0,1.0,1
42,1,1.0,0.0,0.0,0.0,0
42,2,1.0,0.0,0.0,0.0,0
42,4,1.0,0.0,0.0,0.0,0
42,6,2.0,0.0,0.0,0.0,0
42,15,1.0,0.0,0.0,0.0,0
42,37,1.0,0.0,0.0,0.0,0
42,41,0.0,0.0,1.0,0.0,0
42,44,1.0,0.0,0.0,0.0,0
43,16,1.0,0.0,0.0,0.0,0
43,18,1.0,0.0,0.0,0.0,0
43,26,0.0,0.0,1.0,0.0,0
43,27,1.0,0.0,0.0,0.0,0
43,38,1.0,0.0,0.0,0.0,0
44,5,1.0,0.0,0.0,0.0,0
44,10,1.0,0.0,0.0,0.0,0
44,12,1.0,0.0,0.0,0.0,0
44,14,1.0,0.0,0.0,0.0,0
44,31,1.0,0.0,0.0,0.0,0
44,35,1.0,0.0,0.0,0.0,0
44,37,1.0,0.0,0.0,0.0,0
44,40,2.0,0.0,0.0,0.0,0
44,47,1.0,0.0,0.0,0.0,0
45,9,1.0,0.0,0.0,0.0,0
45,10,1.0,0.0,0.0,0.0,0
45,11,0.0,0.0,0.0,1.0,1
45,15,1.0,0.0,0.0,0.0,0
45,17,1.0,0.0,0.0,0.0,0
45,20,1.0,0.0,0.0,0.0,0
45,23,1.0,0.0,0.0,0.0,0
45,30,0.0,1.0,0.0,0.0,0
45,37,1.0,0.0,0.0,0.0,0
46,1,1.0,0.0,0.0,0.0,0
46,3,1.0,0.0,0.0,0.0,0
46,13,0.0,1.0,0.0,0.0,0
46,15,1.0,0.0,0.0,0.0,0
46,17,1.0,0.0,0.0,0.0,0
46,21,1.0,0.0,0.0,0.0,0
46,32,0.0,0.0,0.0,1.0,1
47,1,1.0,0.0,0.0,0.0,0
47,2,1.0,0.0,0.0,0.0,0
47,3,0.0,0.0,1.0,0.0,0
47,6,1.0,0.0,0.0,0.0,0
47,15,0.0,0.0,1.0,0.0,0
47,18,1.0,0.0,0.0,0.0,0
47,20,1.0,0.0,0.0,0.0,0
47,28,1.0,0.0,0.0,0.0,0
47,29,1.0,0.0,0.0,0.0,0
47,36,0.0,0.0,0.0,1.0,1
47,40,1.0,0.0,0.0,0.0,0
47,44,0.0,1.0,0.0,0.0,0
48,1,1.0,0.0,0.0,0.0,0
48,3,1.0,0.0,0.0,0.0,0
48,28,0.0,0.0,1.0,0.0,0
48,30,2.0,0.0,0.0,0.0,0
48,37,1.0,0.0,0.0,0.0,0
48,39,1.0,0.0,0.0,0.0,0
48,40,1.0,0.0,0.0,0.0,0
48,42,1.0,0.0,0.0,0.0,0
48,48,1.0,0.0,0.0,0.0,0
48,49,1.0,0.0,0.0,0.0,0
49,3,0.0,0.0,0.0,1.0,1
49,8,1.0,0.0,0.0,0.0,0
49,13,1.0,0.0,0.0,0.0,0
49,24,1.0,0.0,0.0,0.0,0
49,25,1.0,0.0,0.0,0.0,0
49,32,1.0,0.0,0.0,0.0,0
49,42,0.0,0.0,1.0,0.0,0
49,44,1.0,0.0,0.0,0.0,0
49,46,1.0,0.0,0.0,0.0,0
50,11,1.0,0.0,0.0,0.0,0
50,16,0.0,0.0,0.0,1.0,1
50,17,0.0,0.0,0.0,1.0,1
50,23,0.0,1.0,0.0,0.0,0
50,32,0.0,0.0,0.0,1.0,1
50,37,1.0,0.0,0.0,0.0,0
50,40,1.0,0.0,0.0,0.0,0
50,44,2.0,0.0,0.0,0.0,0
51,4,1.0,0.0,0.0,0.0,0
51,7,1.0,0.0,0.0,0.0,0
51,8,1.0,0.0,0.0,0.0,0
51,11,0.0,1.0,0.0,0.0,0
51,25,1.0,0.0,0.0,0.0,0
51,27,1.0,0.0,0.0,0.0,0
51,28,1.0,0.0,0.0,0.0,0
51,29,1.0,1.0,0.0,0.0,0
51,30,0.0,0.0,1.0,0.0,0
51,33,1.0,0.0,0.0,0.0,0
51,34,1.0,0.0,0.0,0.0,0
51,43,1.0,0.0,0.0,0.0,0
52,8,1.0,0.0,0.0,1.0,1
52,11,1.0,0.0,0.0,0.0,0
52,12,0.0,0.0,0.0,1.0,1
52,15,1.0,0.0,0.0,0.0,0
52,16,0.0,1.0,0.0,0.0,0
52,17,0.0,1.0,0.0,0.0,0
52,26,1.0,0.0,0.0,0.0,0
52,34,0.0,1.0,0.0,0.0,0
52,35,1.0,0.0,0.0,0.0,0
52,36,1.0,0.0,0.0,0.0,0
52,38,0.0,1.0,0.0,0.0,0
53,4,0.0,0.0,1.0,0.0,0
53,5,2.0,0.0,0.0,0.0,0
53,10,0.0,0.0,0.0,1.0,1
53,12,1.0,0.0,0.0,0.0,0
53,14,1.0,0.0,0.0,0.0,0
53,24,1.0,0.0,0.0,0.0,0
53,29,0.0,0.0,1.0,0.0,0
53,30,1.0,0.0,0.0,0.0,0
53,35,1.0,0.0,0.0,0.0,0
53,37,1.0,0.0,0.0,0.0,0
54,3,1.0,0.0,0.0,0.0,0
54,6,1.0,0.0,0.0,0.0,0
54,12,1.0,0.0,0.0,0.0,0
54,15,0.0,0.0,1.0,0.0,0
54,17,1.0,0.0,0.0,0.0,0
54,22,1.0,0.0,0.0,0.0,0
54,23,0.0,0.0,0.0,1.0,1
54,26,1.0,0.0,0.0,0.0,0
54,29,1.0,0.0,0.0,0.0,0
54,40,1.0,0.0,1.0,0.0,0
54,49,1.0,0.0,0.0,0.0,0
55,2,0.0,1.0,0.0,0.0,0
55,6,0.0,0.0,0.0,1.0,1
55,9,1.0,0.0,0.0,0.0,0
55,15,0.0,1.0,0.0,0.0,0
55,40,0.0,0.0,0.0,1.0,1
55,44,1.0,0.0,0.0,0.0,0
55,46,0.0,0.0,1.0,0.0,0
56,5,1.0,0.0,0.0,0.0,0
56,13,2.0,0.0,0.0,0.0,0
56,14,1.0,0.0,1.0,0.0,0
56,30,1.0,0.0,0.0,0.0,0
56,35,1.0,0.0,0.0,0.0,0
56,36,1.0,0.0,0.0,0.0,0
56,41,1.0,0.0,0.0,0.0,0
57,9,1.0,0.0,0.0,0.0,0
57,10,1.0,0.0,0.0,0.0,0
57,14,0.0,0.0,0.0,1.0,1
57,17,1.0,0.0,0.0,0.0,0
57,23,0.0,0.0,1.0,0.0,0
57,28,1.0,0.0,0.0,0.0,0
57,39,0.0,1.0,0.0,0.0,0
57,45,1.0,0.0,0.0,0.0,0
57,48,0.0,0.0,0.0,1.0,1
58,4,1.0,0.0,0.0,0.0,0
58,6,0.0,0.0,1.0,0.0,0
58,18,2.0,0.0,0.0,0.0,0
58,29,1.0,0.0,1.0,0.0,0
58,30,1.0,0.0,0.0,0.0,0
58,31,0.0,1.0,0.0,0.0,0
58,34,1.0,0.0,0.0,0.0,0
58,35,1.0,0.0,0.0,0.0,0
58,37,0.0,1.0,0.0,0.0,0
58,40,1.0,0.0,0.0,0.0,0
58,46,0.0,2.0,0.0,0.0,0
58,47,1.0,0.0,0.0,0.0,0
59,2,1.0,0.0,0.0,0.0,0
59,10,2.0,0.0,0.0,0.0,0
59,18,1.0,0.0,0.0,0.0,0
59,27,1.0,0.0,0.0,0.0,0
59,36,1.0,0.0,0.0,0.0,0
59,38,0.0,1.0,0.0,0.0,0
59,40,1.0,0.0,0.0,0.0,0
59,45,1.0,0.0,0.0,0.0,0
59,47,1.0,0.0,0.0,0.0,0
60,3,1.0,0.0,0.0,0.0,0
60,4,1.0,0.0,0.0,0.0,0
60,18,0.0,1.0,0.0,0.0,0
60,20,1.0,0.0,0.0,0.0,0
60,23,1.0,0.0,0.0,0.0,0
60,24,1.0,0.0,0.0,0.0,0
60,30,1.0,0.0,0.0,0.0,0
60,37,0.0,0.0,1.0,0.0,0
60,43,1.0,0.0,0.0,0.0,0
60,44,2.0,0.0,0.0,0.0,0
61,1,1.0,0.0,0.0,0.0,0
61,8,1.0,0.0,0.0,0.0,0
61,22,1.0,0.0,0.0,0.0,0
61,27,2.0,0.0,0.0,0.0,0
61,34,1.0,0.0,0.0,0.0,0
61,35,0.0,0.0,0.0,1.0,1
61,41,0.0,1.0,0.0,0.0,0
61,42,1.0,0.0,0.0,0.0,0
61,47,1.0,0.0,0.0,1.0,1
61,49,1.0,0.0,0.0,0.0,0
62,2,1.0,0.0,0.0,0.0,0
62,4,1.0,0.0,0.0,0.0,0
62,5,0.0,1.0,0.0,0.0,0
62,8,1.0,0.0,0.0,0.0,0
62,9,1.0,0.0,0.0,0.0,0
62,11,2.0,0.0,0.0,0.0,0
62,13,1.0,0.0,0.0,0.0,0
62,18,1.0,0.0,0.0,0.0,0
62,20,0.0,0.0,1.0,0.0,0
62,23,1.0,0.0,0.0,0.0,0
62,25,1.0,0.0,0.0,0.0,0
62,29,1.0,0.0,0.0,0.0,0
62,32,1.0,0.0,0.0,0.0,0
62,36,1.0,1.0,0.0,0.0,0
62,37,1.0,0.0,0.0,0.0,0
62,43,1.0,0.0,0.0,0.0,0
62,45,1.0,0.0,0.0,0.0,0
63,4,0.0,0.0,0.0,1.0,1
63,6,1.0,0.0,0.0,0.0,0
63,8,2.0,0.0,0.0,0.0,0
63,10,1.0,1.0,0.0,0.0,0
63,22,1.0,0.0,0.0,0.0,0
63,23,0.0,0.0,0.0,1.0,1
63,26,0.0,1.0,0.0,0.0,0
63,29,1.0,0.0,0.0,0.0,0
63,31,1.0,0.0,0.0,0.0,0
63,35,0.0,1.0,0.0,0.0,0
63,38,1.0,0.0,0.0,0.0,0
64,6,2.0,0.0,0.0,0.0,0
64,14,1.0,0.0,0.0,0.0,0
64,24,2.0,0.0,0.0,0.0,0
64,45,1.0,0.0,0.0,0.0,0
64,46,0.0,0.0,0.0,1.0,1
64,47,0.0,0.0,1.0,0.0,0
64,48,0.0,0.0,1.0,0.0,0
65,1,1.0,0.0,0.0,0.0,0
65,15,1.0,0.0,0.0,0.0,0
65,17,1.0,0.0,0.0,0.0,0
65,22,0.0,0.0,1.0,0.0,0
65,23,1.0,0.0,0.0,0.0,0
65,33,1.0,0.0,0.0,0.0,0
65,34,1.0,0.0,0.0,1.0,1
66,2,1.0,0.0,0.0,0.0,0
66,7,1.0,0.0,0.0,0.0,0
66,16,0.0,0.0,1.0,0.0,0
66,21,1.0,0.0,0.0,0.0,0
66,22,2.0,0.0,0.0,0.0,0
66,38,1.0,0.0,0.0,0.0,0
66,43,1.0,0.0,0.0,0.0,0
67,2,1.0,0.0,0.0,0.0,0
67,8,1.0,0.0,0.0,0.0,0
67,12,1.0,1.0,0.0,0.0,0
67,13,1.0,0.0,0.0,0.0,0
67,19,1.0,0.0,0.0,0.0,0
67,25,1.0,0.0,0.0,0.0,0
67,26,0.0,1.0,0.0,0.0,0
67,47,1.0,0.0,1.0,0.0,0
68,2,1.0,0.0,0.0,0.0,0
68,22,1.0,0.0,0.0,0.0,0
68,23,0.0,1.0,0.0,0.0,0
68,31,1.0,0.0,0.0,0.0,0
68,33,1.0,0.0,0.0,0.0,0
69,5,1.0,0.0,0.0,0.0,0
69,8,1.0,0.0,0.0,0.0,0
69,11,1.0,0.0,0.0,0.0,0
69,17,1.0,1.0,1.0,0.0,0
69,21,1.0,0.0,0.0,0.0,0
69,26,0.0,0.0,1.0,0.0,0
69,29,0.0,0.0,0.0,1.0,1
69,40,1.0,0.0,0.0,0.0,0
69,42,0.0,0.0,1.0,0.0,0
69,44,1.0,0.0,0.0,0.0,0
70,1,1.0,0.0,0.0,0.0,0
70,2,1.0,0.0,0.0,0.0,0
70,7,0.0,1.0,0.0,0.0,0
