user_id,item_id,category_id,behavior_type,timestamp,datetime,date
1,929177,4801426,pv,1512252443,2017-12-02 22:07:23,2017-12-02
1,4954999,411153,pv,1512264993,2017-12-03 01:36:33,2017-12-03
1,818610,411153,pv,1512268502,2017-12-03 02:35:02,2017-12-03
1,271696,411153,pv,1512272591,2017-12-03 03:43:11,2017-12-03
1,568695,1320293,pv,1512281847,2017-12-03 06:17:27,2017-12-03
100,4572582,2188684,pv,1511550516,2017-11-24 19:08:36,2017-11-24
100,2971043,4869428,pv,1511550600,2017-11-24 19:10:00,2017-11-24
100,2379198,4869428,pv,1511550806,2017-11-24 19:13:26,2017-11-24
100,2971043,4869428,pv,1511550885,2017-11-24 19:14:45,2017-11-24
100,1220136,4869428,pv,1511550908,2017-11-24 19:15:08,2017-11-24
100,2518420,3425094,pv,1511551443,2017-11-24 19:24:03,2017-11-24
100,3763048,3425094,pv,1511551450,2017-11-24 19:24:10,2017-11-24
100,2518420,3425094,pv,1511551495,2017-11-24 19:24:55,2017-11-24
100,1953042,3425094,pv,1511551619,2017-11-24 19:26:59,2017-11-24
100,3763048,3425094,fav,1511551860,2017-11-24 19:31:00,2017-11-24
100,5100093,2945933,pv,1511552352,2017-11-24 19:39:12,2017-11-24
100,704268,223690,pv,1511563606,2017-11-24 22:46:46,2017-11-24
100,4115850,223690,fav,1511563834,2017-11-24 22:50:34,2017-11-24
100,2379198,4869428,pv,1511564961,2017-11-24 23:09:21,2017-11-24
100,2971043,4869428,fav,1511565222,2017-11-24 23:13:42,2017-11-24
100,1803559,1813868,pv,1511576533,2017-11-25 02:22:13,2017-11-25
100,1603476,2951233,buy,1511579908,2017-11-25 03:18:28,2017-11-25
100,3621238,1521931,pv,1511582166,2017-11-25 03:56:06,2017-11-25
100,2971043,4869428,buy,1511617549,2017-11-25 13:45:49,2017-11-25
100,2337874,1194311,pv,1511680485,2017-11-26 07:14:45,2017-11-26
100,4182583,1258177,pv,1511680521,2017-11-26 07:15:21,2017-11-26
100,2758020,2429887,pv,1511683649,2017-11-26 08:07:29,2017-11-26
100,4919803,2881542,pv,1511684032,2017-11-26 08:13:52,2017-11-26
100,3839112,2881542,pv,1511684109,2017-11-26 08:15:09,2017-11-26
100,4848310,2881542,pv,1511684220,2017-11-26 08:17:00,2017-11-26
100,3245421,2881542,pv,1511684245,2017-11-26 08:17:25,2017-11-26
100,2434962,3897386,pv,1511690835,2017-11-26 10:07:15,2017-11-26
100,3486895,4302328,pv,1511702025,2017-11-26 13:13:45,2017-11-26
100,3245421,2881542,pv,1511704155,2017-11-26 13:49:15,2017-11-26
100,3222578,2429887,pv,1511739395,2017-11-26 23:36:35,2017-11-26
100,2758020,2429887,pv,1511739402,2017-11-26 23:36:42,2017-11-26
100,2158340,2429887,pv,1511742127,2017-11-27 00:22:07,2017-11-27
100,2337874,1194311,pv,1511742199,2017-11-27 00:23:19,2017-11-27
100,3245421,2881542,fav,1511742273,2017-11-27 00:24:33,2017-11-27
100,2758020,2429887,pv,1511742275,2017-11-27 00:24:35,2017-11-27
100,3245421,2881542,pv,1511742513,2017-11-27 00:28:33,2017-11-27
100,2752250,2429887,pv,1511742799,2017-11-27 00:33:19,2017-11-27
100,2158340,2429887,fav,1511742875,2017-11-27 00:34:35,2017-11-27
100,598929,2429887,pv,1511742899,2017-11-27 00:34:59,2017-11-27
100,4182583,1258177,pv,1511745391,2017-11-27 01:16:31,2017-11-27
100,1819306,1194311,pv,1511745401,2017-11-27 01:16:41,2017-11-27
100,4182583,1258177,pv,1511750991,2017-11-27 02:49:51,2017-11-27
100,2337874,1194311,pv,1511751022,2017-11-27 02:50:22,2017-11-27
100,3658601,2342116,pv,1511757958,2017-11-27 04:45:58,2017-11-27
100,5153036,2342116,pv,1511758581,2017-11-27 04:56:21,2017-11-27
100,598929,2429887,buy,1511759458,2017-11-27 05:10:58,2017-11-27
100,3245421,2881542,pv,1511759664,2017-11-27 05:14:24,2017-11-27
100,598929,2429887,pv,1511765548,2017-11-27 06:52:28,2017-11-27
100,2971043,4869428,pv,1511765568,2017-11-27 06:52:48,2017-11-27
100,4661590,3425094,pv,1511765639,2017-11-27 06:53:59,2017-11-27
100,4902636,3425094,pv,1511765659,2017-11-27 06:54:19,2017-11-27
100,1046201,3002561,pv,1511765687,2017-11-27 06:54:47,2017-11-27
100,3687011,223690,pv,1511765918,2017-11-27 06:58:38,2017-11-27
100,2677866,3624696,pv,1511766122,2017-11-27 07:02:02,2017-11-27
100,4492008,4482016,pv,1511766135,2017-11-27 07:02:15,2017-11-27
100,2690154,2293367,pv,1511766238,2017-11-27 07:03:58,2017-11-27
100,4341929,2293367,fav,1511766408,2017-11-27 07:06:48,2017-11-27
100,4863356,2293367,pv,1511766426,2017-11-27 07:07:06,2017-11-27
100,4244099,2293367,pv,1511766434,2017-11-27 07:07:14,2017-11-27
100,562760,2293367,pv,1511766436,2017-11-27 07:07:16,2017-11-27
100,4863356,2293367,pv,1511766455,2017-11-27 07:07:35,2017-11-27
100,1640913,2293367,pv,1511766462,2017-11-27 07:07:42,2017-11-27
100,2206711,2293367,pv,1511766473,2017-11-27 07:07:53,2017-11-27
100,3895389,2293367,pv,1511766505,2017-11-27 07:08:25,2017-11-27
100,1046201,3002561,buy,1511767298,2017-11-27 07:21:38,2017-11-27
100,2434962,3897386,pv,1511768604,2017-11-27 07:43:24,2017-11-27
100,3245421,2881542,pv,1511771412,2017-11-27 08:30:12,2017-11-27
100,2434962,3897386,pv,1511773049,2017-11-27 08:57:29,2017-11-27
100,3629289,2881542,pv,1511774038,2017-11-27 09:13:58,2017-11-27
100,4075065,2881542,pv,1511774179,2017-11-27 09:16:19,2017-11-27
100,1606258,4098232,buy,1511789940,2017-11-27 13:39:00,2017-11-27
100,4840649,1029459,buy,1511790130,2017-11-27 13:42:10,2017-11-27
100,2574432,4896062,pv,1511790389,2017-11-27 13:46:29,2017-11-27
100,251391,3738615,buy,1511790782,2017-11-27 13:53:02,2017-11-27
100,510936,1575622,pv,1511790915,2017-11-27 13:55:15,2017-11-27
100,251391,3738615,pv,1511790928,2017-11-27 13:55:28,2017-11-27
100,4840649,1029459,pv,1511790973,2017-11-27 13:56:13,2017-11-27
100,3245421,2881542,pv,1511823877,2017-11-27 23:04:37,2017-11-27
100,4075065,2881542,pv,1511823917,2017-11-27 23:05:17,2017-11-27
100,251391,3738615,pv,1511824489,2017-11-27 23:14:49,2017-11-27
100,1606258,4098232,pv,1511824712,2017-11-27 23:18:32,2017-11-27
100,4075065,2881542,buy,1511833877,2017-11-28 01:51:17,2017-11-28
100,4840649,1029459,pv,1511868574,2017-11-28 11:29:34,2017-11-28
100,251391,3738615,pv,1511868672,2017-11-28 11:31:12,2017-11-28
100,4075065,2881542,pv,1511868722,2017-11-28 11:32:02,2017-11-28
100,1606258,4098232,pv,1511868772,2017-11-28 11:32:52,2017-11-28
100,1046201,3002561,pv,1511868784,2017-11-28 11:33:04,2017-11-28
100,251391,3738615,pv,1511929658,2017-11-29 04:27:38,2017-11-29
100,4840649,1029459,pv,1511929671,2017-11-29 04:27:51,2017-11-29
100,1606258,4098232,pv,1511929678,2017-11-29 04:27:58,2017-11-29
100,137999,4640311,pv,1512123219,2017-12-01 10:13:39,2017-12-01
100,1203280,4640311,pv,1512123340,2017-12-01 10:15:40,2017-12-01
100,2322855,3299155,pv,1512137970,2017-12-01 14:19:30,2017-12-01
100,4140845,2096639,pv,1512173626,2017-12-02 00:13:46,2017-12-02
100,3656511,3312150,pv,1512177480,2017-12-02 01:18:00,2017-12-02
100,2772937,3114694,pv,1512192261,2017-12-02 05:24:21,2017-12-02
100,2859169,2096639,pv,1512201298,2017-12-02 07:54:58,2017-12-02
100,1212558,2188684,pv,1512303987,2017-12-03 12:26:27,2017-12-03
1000,1385281,2352202,pv,1511541853,2017-11-24 16:44:13,2017-11-24
1000,5120034,1051370,cart,1511542034,2017-11-24 16:47:14,2017-11-24
1000,1953489,238434,pv,1511543045,2017-11-24 17:04:05,2017-11-24
1000,408860,551706,pv,1511543246,2017-11-24 17:07:26,2017-11-24
1000,4590199,4338287,pv,1511543742,2017-11-24 17:15:42,2017-11-24
1000,1976168,4338287,pv,1511543773,2017-11-24 17:16:13,2017-11-24
1000,4590199,4338287,pv,1511543777,2017-11-24 17:16:17,2017-11-24
1000,3722942,1051370,pv,1511570091,2017-11-25 00:34:51,2017-11-25
1000,3059682,2440115,pv,1511571595,2017-11-25 00:59:55,2017-11-25
1000,4774231,1312642,pv,1511571599,2017-11-25 00:59:59,2017-11-25
1000,2599546,3995452,fav,1511571647,2017-11-25 01:00:47,2017-11-25
1000,1501998,4382196,pv,1511656892,2017-11-26 00:41:32,2017-11-26
1000,2593031,1029459,pv,1511657118,2017-11-26 00:45:18,2017-11-26
1000,1797452,3624696,fav,1511657192,2017-11-26 00:46:32,2017-11-26
1000,3869395,1349561,pv,1511657410,2017-11-26 00:50:10,2017-11-26
1000,3302343,2342116,pv,1511657664,2017-11-26 00:54:24,2017-11-26
1000,5120034,1051370,pv,1511744280,2017-11-27 00:58:00,2017-11-27
1000,1186274,2939262,fav,1511744330,2017-11-27 00:58:50,2017-11-27
1000,4417931,4558987,pv,1511744491,2017-11-27 01:01:31,2017-11-27
1000,4769300,2430608,pv,1511745166,2017-11-27 01:12:46,2017-11-27
1000,2956844,2419959,fav,1511865506,2017-11-28 10:38:26,2017-11-28
1000,544269,2419959,pv,1511865555,2017-11-28 10:39:15,2017-11-28
1000,2956844,2419959,pv,1511865567,2017-11-28 10:39:27,2017-11-28
1000,4402665,1789614,pv,1511865925,2017-11-28 10:45:25,2017-11-28
1000,3011372,1349561,pv,1511865958,2017-11-28 10:45:58,2017-11-28
1000,4487355,1653613,fav,1511866709,2017-11-28 10:58:29,2017-11-28
1000,4185482,1653613,pv,1511874610,2017-11-28 13:10:10,2017-11-28
1000,2594546,1851156,pv,1511932926,2017-11-29 05:22:06,2017-11-29
1000,3255674,2440115,pv,1511933559,2017-11-29 05:32:39,2017-11-29
1000,2153891,1051370,pv,1511935123,2017-11-29 05:58:43,2017-11-29
1000,1925478,171529,pv,1511944345,2017-11-29 08:32:25,2017-11-29
1000,4793529,238434,pv,1511967232,2017-11-29 14:53:52,2017-11-29
1000,4827739,1051370,fav,1511972085,2017-11-29 16:14:45,2017-11-29
1000,843246,1879194,cart,1511972134,2017-11-29 16:15:34,2017-11-29
1000,848341,5071267,pv,1511972325,2017-11-29 16:18:45,2017-11-29
1000,203347,1851156,pv,1511974144,2017-11-29 16:49:04,2017-11-29
1000,4950759,411153,pv,1512039862,2017-11-30 11:04:22,2017-11-30
1000,2033067,3579754,pv,1512040022,2017-11-30 11:07:02,2017-11-30
1000,1822774,3579754,pv,1512040382,2017-11-30 11:13:02,2017-11-30
1000,543879,3579754,pv,1512040450,2017-11-30 11:14:10,2017-11-30
1000,462579,3579754,pv,1512040470,2017-11-30 11:14:30,2017-11-30
1000,1822774,3579754,pv,1512040518,2017-11-30 11:15:18,2017-11-30
1000,4720367,3579754,pv,1512041216,2017-11-30 11:26:56,2017-11-30
1000,1520357,3579754,pv,1512041447,2017-11-30 11:30:47,2017-11-30
1000,1373387,1202097,pv,1512041462,2017-11-30 11:31:02,2017-11-30
1000,1109842,3579754,pv,1512041625,2017-11-30 11:33:45,2017-11-30
1000,2196555,2430608,pv,1512042012,2017-11-30 11:40:12,2017-11-30
1000,4240134,2939262,pv,1512042734,2017-11-30 11:52:14,2017-11-30
1000,1907674,1851156,pv,1512042775,2017-11-30 11:52:55,2017-11-30
1000,1922292,4993094,fav,1512042934,2017-11-30 11:55:34,2017-11-30
1000,2033067,3579754,pv,1512043285,2017-11-30 12:01:25,2017-11-30
1000,4778761,2982027,pv,1512043597,2017-11-30 12:06:37,2017-11-30
1000,2663756,1299190,pv,1512043850,2017-11-30 12:10:50,2017-11-30
1000,4064135,1299190,fav,1512043880,2017-11-30 12:11:20,2017-11-30
1000,2663756,1299190,pv,1512043956,2017-11-30 12:12:36,2017-11-30
1000,620939,2352202,pv,1512043971,2017-11-30 12:12:51,2017-11-30
1000,2339773,1851156,pv,1512044079,2017-11-30 12:14:39,2017-11-30
1000,4444531,1851156,pv,1512044242,2017-11-30 12:17:22,2017-11-30
1000,694225,807138,pv,1512044563,2017-11-30 12:22:43,2017-11-30
1000,4599135,245312,pv,1512228047,2017-12-02 15:20:47,2017-12-02
1000,3532002,1299190,pv,1512228210,2017-12-02 15:23:30,2017-12-02
1000,3872382,1879194,fav,1512228264,2017-12-02 15:24:24,2017-12-02
1000,2412328,1879194,pv,1512228361,2017-12-02 15:26:01,2017-12-02
1000,3532002,1299190,pv,1512228449,2017-12-02 15:27:29,2017-12-02
1000,3877041,5053508,pv,1512228777,2017-12-02 15:32:57,2017-12-02
1000,308742,1864538,pv,1512229535,2017-12-02 15:45:35,2017-12-02
1000,3214150,5071267,pv,1512229711,2017-12-02 15:48:31,2017-12-02
1000,2340930,1051370,fav,1512229780,2017-12-02 15:49:40,2017-12-02
1000,1409153,5071267,pv,1512229806,2017-12-02 15:50:06,2017-12-02
1000,2340930,1051370,pv,1512230614,2017-12-02 16:03:34,2017-12-02
1000,1585986,1299190,pv,1512230625,2017-12-02 16:03:45,2017-12-02
1000,3259125,1851156,fav,1512230930,2017-12-02 16:08:50,2017-12-02
1000,3595165,1879194,pv,1512261579,2017-12-03 00:39:39,2017-12-03
1000,3899295,1879194,pv,1512261591,2017-12-03 00:39:51,2017-12-03
1000,2757984,1879194,pv,1512261604,2017-12-03 00:40:04,2017-12-03
1000,4236281,1879194,pv,1512261632,2017-12-03 00:40:32,2017-12-03
1000,3595165,1879194,pv,1512261670,2017-12-03 00:41:10,2017-12-03
1000,1064699,337243,pv,1512262246,2017-12-03 00:50:46,2017-12-03
1000,3172476,5071267,fav,1512262537,2017-12-03 00:55:37,2017-12-03
1000,1420706,2322253,pv,1512263754,2017-12-03 01:15:54,2017-12-03
1000,3507039,2086128,pv,1512263887,2017-12-03 01:18:07,2017-12-03
1000001,1649625,4145813,pv,1511800929,2017-11-27 16:42:09,2017-11-27
1000001,250452,4145813,pv,1511802582,2017-11-27 17:09:42,2017-11-27
1000001,1649625,4145813,pv,1511802711,2017-11-27 17:11:51,2017-11-27
1000001,3093290,4145813,pv,1511837788,2017-11-28 02:56:28,2017-11-28
1000001,4343896,4756105,pv,1511881700,2017-11-28 15:08:20,2017-11-28
1000001,3132168,154040,pv,1511881851,2017-11-28 15:10:51,2017-11-28
1000001,1582853,4173315,pv,1511881921,2017-11-28 15:12:01,2017-11-28
1000001,4567929,154040,pv,1511881980,2017-11-28 15:13:00,2017-11-28
1000001,2895228,154040,pv,1511882067,2017-11-28 15:14:27,2017-11-28
1000001,823063,154040,pv,1511882139,2017-11-28 15:15:39,2017-11-28
1000001,2999487,1973012,pv,1511924532,2017-11-29 03:02:12,2017-11-29
1000001,1339050,4145813,pv,1511964945,2017-11-29 14:15:45,2017-11-29
1000001,4636765,3004853,pv,1511965566,2017-11-29 14:26:06,2017-11-29
1000001,2428634,3004853,pv,1511965748,2017-11-29 14:29:08,2017-11-29
1000001,4636765,3004853,pv,1511965786,2017-11-29 14:29:46,2017-11-29
1000001,1112446,3004853,pv,1511965811,2017-11-29 14:30:11,2017-11-29
1000001,1678636,154040,pv,1511966514,2017-11-29 14:41:54,2017-11-29
1000001,1546182,154040,pv,1511966625,2017-11-29 14:43:45,2017-11-29
1000001,4636765,3004853,pv,1512018256,2017-11-30 05:04:16,2017-11-30
1000001,2527684,3004853,pv,1512018272,2017-11-30 05:04:32,2017-11-30
1000001,1649625,4145813,pv,1512051293,2017-11-30 14:14:53,2017-11-30
1000001,1542066,2926020,pv,1512052936,2017-11-30 14:42:16,2017-11-30
1000001,1649625,4145813,pv,1512117398,2017-12-01 08:36:38,2017-12-01
1000001,1542066,2926020,pv,1512137168,2017-12-01 14:06:08,2017-12-01
1000001,1649625,4145813,pv,1512209815,2017-12-02 10:16:55,2017-12-02
1000001,778160,4145813,pv,1512209978,2017-12-02 10:19:38,2017-12-02
1000001,4088463,174239,pv,1512261643,2017-12-03 00:40:43,2017-12-03
1000001,4418456,174239,pv,1512262033,2017-12-03 00:47:13,2017-12-03
1000001,4340362,174239,pv,1512262071,2017-12-03 00:47:51,2017-12-03
1000001,1554801,2926020,pv,1512263339,2017-12-03 01:08:59,2017-12-03
1000001,5081961,634390,pv,1512263483,2017-12-03 01:11:23,2017-12-03
1000001,4210726,2926020,pv,1512263670,2017-12-03 01:14:30,2017-12-03
1000001,4088463,174239,buy,1512264173,2017-12-03 01:22:53,2017-12-03
1000001,5095065,1216617,pv,1512264337,2017-12-03 01:25:37,2017-12-03
1000001,584577,1836480,pv,1512265168,2017-12-03 01:39:28,2017-12-03
1000004,2156592,3607361,pv,1511539241,2017-11-24 16:00:41,2017-11-24
1000004,1591982,672001,pv,1511539333,2017-11-24 16:02:13,2017-11-24
1000004,3854178,4181361,pv,1511571789,2017-11-25 01:03:09,2017-11-25
1000004,3999536,4756105,cart,1511571820,2017-11-25 01:03:40,2017-11-25
1000004,4426549,672001,pv,1511571838,2017-11-25 01:03:58,2017-11-25
1000004,1591982,672001,pv,1511571841,2017-11-25 01:04:01,2017-11-25
1000004,864562,4261392,pv,1511624303,2017-11-25 15:38:23,2017-11-25
1000004,2980887,3607361,cart,1511669671,2017-11-26 04:14:31,2017-11-26
1000004,4324270,3607361,pv,1511669729,2017-11-26 04:15:29,2017-11-26
1000004,2942146,3381933,pv,1511669739,2017-11-26 04:15:39,2017-11-26
1000004,4839543,982926,pv,1511669751,2017-11-26 04:15:51,2017-11-26
1000004,1133834,982926,pv,1511669775,2017-11-26 04:16:15,2017-11-26
1000004,4839543,982926,pv,1511669784,2017-11-26 04:16:24,2017-11-26
1000004,59883,4818107,pv,1511669796,2017-11-26 04:16:36,2017-11-26
1000004,4317893,1117956,pv,1511669818,2017-11-26 04:16:58,2017-11-26
1000004,950087,982926,pv,1511669828,2017-11-26 04:17:08,2017-11-26
1000004,4093990,3607361,pv,1511672939,2017-11-26 05:08:59,2017-11-26
1000004,522765,3607361,pv,1511672951,2017-11-26 05:09:11,2017-11-26
1000004,4763968,2355072,pv,1511672973,2017-11-26 05:09:33,2017-11-26
1000004,4093990,3607361,pv,1511672981,2017-11-26 05:09:41,2017-11-26
1000004,955594,1320293,pv,1511703217,2017-11-26 13:33:37,2017-11-26
1000004,2473596,4756105,pv,1511703252,2017-11-26 13:34:12,2017-11-26
1000004,2998425,1080785,pv,1511703261,2017-11-26 13:34:21,2017-11-26
1000004,1226070,1080785,pv,1511703277,2017-11-26 13:34:37,2017-11-26
1000004,2053091,1080785,pv,1511703391,2017-11-26 13:36:31,2017-11-26
1000004,4763968,2355072,pv,1511703434,2017-11-26 13:37:14,2017-11-26
1000004,1956224,4801426,pv,1511703443,2017-11-26 13:37:23,2017-11-26
1000004,40945,4756105,pv,1511703467,2017-11-26 13:37:47,2017-11-26
1000004,4192217,3607361,pv,1511703639,2017-11-26 13:40:39,2017-11-26
1000004,4823342,4173315,pv,1511703672,2017-11-26 13:41:12,2017-11-26
1000004,105055,1080785,pv,1511704082,2017-11-26 13:48:02,2017-11-26
1000004,162597,2355072,pv,1511704152,2017-11-26 13:49:12,2017-11-26
1000004,5028560,4173315,pv,1511704161,2017-11-26 13:49:21,2017-11-26
1000004,2526169,2355072,pv,1511704173,2017-11-26 13:49:33,2017-11-26
1000004,925404,3002561,pv,1511704194,2017-11-26 13:49:54,2017-11-26
1000004,1591982,672001,pv,1511707145,2017-11-26 14:39:05,2017-11-26
1000004,3693424,672001,pv,1511707152,2017-11-26 14:39:12,2017-11-26
1000004,3999536,4756105,pv,1511712361,2017-11-26 16:06:01,2017-11-26
1000004,1839512,1320293,pv,1511785444,2017-11-27 12:24:04,2017-11-27
1000004,4686539,149192,pv,1511785453,2017-11-27 12:24:13,2017-11-27
1000004,1839512,1320293,pv,1511785456,2017-11-27 12:24:16,2017-11-27
1000004,2765156,4112095,pv,1511965009,2017-11-29 14:16:49,2017-11-29
1000004,522765,3607361,pv,1511966013,2017-11-29 14:33:33,2017-11-29
1000004,2980887,3607361,pv,1511966037,2017-11-29 14:33:57,2017-11-29
1000004,1228106,4801426,pv,1511966082,2017-11-29 14:34:42,2017-11-29
1000004,4324270,3607361,pv,1511966092,2017-11-29 14:34:52,2017-11-29
1000004,5125742,3607361,pv,1511966096,2017-11-29 14:34:56,2017-11-29
1000004,571666,4756105,pv,1511966112,2017-11-29 14:35:12,2017-11-29
1000004,1975544,2355072,pv,1511966126,2017-11-29 14:35:26,2017-11-29
1000004,4324270,3607361,pv,1511966135,2017-11-29 14:35:35,2017-11-29
1000004,1757180,3607361,pv,1511966181,2017-11-29 14:36:21,2017-11-29
1000004,899145,3607361,pv,1511966192,2017-11-29 14:36:32,2017-11-29
1000004,2111992,1080785,pv,1511966212,2017-11-29 14:36:52,2017-11-29
1000004,1317750,1080785,cart,1511966265,2017-11-29 14:37:45,2017-11-29
1000004,4457235,1080785,pv,1511966306,2017-11-29 14:38:26,2017-11-29
1000004,1317750,1080785,pv,1511966317,2017-11-29 14:38:37,2017-11-29
1000004,1080797,3607361,pv,1511966390,2017-11-29 14:39:50,2017-11-29
1000004,479737,2355072,pv,1511966417,2017-11-29 14:40:17,2017-11-29
1000004,1863103,2355072,pv,1511966424,2017-11-29 14:40:24,2017-11-29
1000004,4363399,2355072,pv,1511966491,2017-11-29 14:41:31,2017-11-29
1000004,3417098,2355072,pv,1511966504,2017-11-29 14:41:44,2017-11-29
1000004,1757180,3607361,pv,1511966528,2017-11-29 14:42:08,2017-11-29
1000004,3235373,2355072,pv,1511966582,2017-11-29 14:43:02,2017-11-29
1000004,955501,149192,pv,1511966621,2017-11-29 14:43:41,2017-11-29
1000004,996928,2520377,pv,1511966627,2017-11-29 14:43:47,2017-11-29
1000004,4322536,4801426,pv,1511966636,2017-11-29 14:43:56,2017-11-29
1000004,955501,149192,pv,1511966656,2017-11-29 14:44:16,2017-11-29
1000004,3525158,737184,pv,1511966667,2017-11-29 14:44:27,2017-11-29
1000004,4823342,4173315,pv,1511966674,2017-11-29 14:44:34,2017-11-29
1000004,3525158,737184,pv,1511966686,2017-11-29 14:44:46,2017-11-29
1000004,955594,1320293,pv,1511966711,2017-11-29 14:45:11,2017-11-29
1000004,2187324,149192,pv,1511966731,2017-11-29 14:45:31,2017-11-29
1000004,2072281,1320293,pv,1511966748,2017-11-29 14:45:48,2017-11-29
1000004,2187324,149192,pv,1511966765,2017-11-29 14:46:05,2017-11-29
1000004,1317750,1080785,pv,1511966797,2017-11-29 14:46:37,2017-11-29
1000004,40945,4756105,pv,1511966884,2017-11-29 14:48:04,2017-11-29
1000004,3999536,4756105,pv,1511966891,2017-11-29 14:48:11,2017-11-29
1000004,4948650,982926,pv,1511967014,2017-11-29 14:50:14,2017-11-29
1000004,2750431,149192,pv,1511967048,2017-11-29 14:50:48,2017-11-29
1000004,3950842,4756105,pv,1511967069,2017-11-29 14:51:09,2017-11-29
1000004,1047994,2355072,pv,1511967078,2017-11-29 14:51:18,2017-11-29
1000004,2086446,1080785,pv,1511967088,2017-11-29 14:51:28,2017-11-29
1000004,2053091,1080785,pv,1511967125,2017-11-29 14:52:05,2017-11-29
1000004,155433,1320293,pv,1511967143,2017-11-29 14:52:23,2017-11-29
1000004,3404302,4756105,pv,1511967227,2017-11-29 14:53:47,2017-11-29
1000004,2104182,3459125,pv,1511967326,2017-11-29 14:55:26,2017-11-29
1000004,372559,4462359,pv,1511967411,2017-11-29 14:56:51,2017-11-29
1000004,2623735,2806049,pv,1511967459,2017-11-29 14:57:39,2017-11-29
1000004,5150592,672001,pv,1511967532,2017-11-29 14:58:52,2017-11-29
1000004,1591982,672001,pv,1511967538,2017-11-29 14:58:58,2017-11-29
1000004,1709587,672001,pv,1511967609,2017-11-29 15:00:09,2017-11-29
1000004,1928635,4181361,pv,1511967787,2017-11-29 15:03:07,2017-11-29
